"CDSCode","NCESDist","NCESSchool","StatusType","County","District","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","NAVICAT_ROWID"
"01611760135244","0614400","01678","Active","Alameda","Fremont Unified","Mission San Jose High","41717 Palm Avenue","41717 Palm Ave.","Fremont","94539-4799","CA","41717 Palm Avenue","41717 Palm Ave.","Fremont","94539-4799","CA","(510) 657-3600",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","1","37.54504","-121.93193","Zachary","Larsen","zlarsen@fremont.k12.ca.us",,,,,,,"2015-07-09","181"
"01611760138693","0614400","01692","Active","Alameda","Fremont Unified","Washington High","38442 Fremont Boulevard","38442 Fremont Blvd.","Fremont","94536-6031","CA","38442 Fremont Boulevard","38442 Fremont Blvd.","Fremont","94536-6031","CA","(510) 505-7300",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","N","0","37.552082","-121.99484","Robert","Moran","bmoran@fremont.k12.ca.us",,,,,,,"2015-06-18","182"
"01611760138818","0614400",,"Closed","Alameda","Fremont Unified","Williamson High","3400 Eggers Drive","3400 Eggers Dr.","Fremont","94536","CA","3400 Eggers Drive","3400 Eggers Dr.","Fremont","94536","CA",,,,"1980-07-01","1985-01-23","0",,,"54","Unified School District","68","Continuation High Schools",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","183"
"01611766000533","0614400",,"Closed","Alameda","Fremont Unified","Alviso Elementary","3375 Warwick Road","3375 Warwick Rd.","Fremont","94536","CA","3375 Warwick Road","3375 Warwick Rd.","Fremont","94536","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","184"
"01611766000541","0614400","01656","Active","Alameda","Fremont Unified","John Blacow Elementary","40404 Sundale Drive","40404 Sundale Dr.","Fremont","94538-3314","CA","40404 Sundale Drive","40404 Sundale Dr.","Fremont","94538-3314","CA","(510) 656-5121",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.527561","-121.97712","Jose","Hernandez","jhernandez@fremont.k12.ca.us",,,,,,,"2015-06-18","185"
"01611766000558","0614400","01657","Active","Alameda","Fremont Unified","Brier Elementary","39201 Sundale Drive","39201 Sundale Dr.","Fremont","94538-1916","CA","39201 Sundale Drive","39201 Sundale Dr.","Fremont","94538-1916","CA","(510) 657-5020",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.539776","-121.9847","Julie","Williams","jwilliams@fremont.k12.ca.us",,,,,,,"2015-06-18","186"
"01611766000566","0614400","01659","Active","Alameda","Fremont Unified","Cabrillo Elementary","36700 San Pedro Drive","36700 San Pedro Dr.","Fremont","94536-6406","CA","36700 San Pedro Drive","36700 San Pedro Dr.","Fremont","94536-6406","CA","(510) 792-3232",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.550826","-122.02333","David","Thornley","dthornley@fremont.k12.ca.us",,,,,,,"2016-07-19","187"
"01611766000574","0614400",,"Closed","Alameda","Fremont Unified","Noll (Conrad) Elementary","39600 Sundale Drive","39600 Sundale Dr.","Fremont","94538","CA","39600 Sundale Drive","39600 Sundale Dr.","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","188"
"01611766000582","0614400",,"Closed","Alameda","Fremont Unified","David Reynolds Elementary","42875 Gatewood Street","42875 Gatewood St.","Fremont","94538","CA","42875 Gatewood Street","42875 Gatewood St.","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","189"
"01611766000590","0614400","01666","Active","Alameda","Fremont Unified","E. M. Grimmer Elementary","43030 Newport Drive","43030 Newport Dr.","Fremont","94538-6113","CA","43030 Newport Drive","43030 Newport Dr.","Fremont","94538-6113","CA","(510) 656-1250",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.519634","-121.951","Judy","Nye","jnye@fremont.k12.ca.us",,,,,,,"2015-06-18","190"
"01611766000608","0614400",,"Closed","Alameda","Fremont Unified","Marshall (Earl) Elementary","5301 Curtis Street","5301 Curtis St.","Fremont","94539","CA","5301 Curtis Street","5301 Curtis St.","Fremont","94538","CA",,,,"1997-09-03","2002-08-09","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"ELEM","Elementary","K-1","K-1",,,,,,,,,,,,,,"2002-08-09","191"
"01611766000624","0614400","01663","Active","Alameda","Fremont Unified","Glenmoor Elementary","4620 Mattos Drive","4620 Mattos Dr.","Fremont","94536-6784","CA","4620 Mattos Drive","4620 Mattos Dr.","Fremont","94536-6784","CA","(510) 797-0740",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.545703","-122.00487","Brian","Benevides","bbenevides@fremont.k12.ca.us",,,,,,,"2015-06-18","192"
"01611766000632","0614400",,"Closed","Alameda","Fremont Unified","Hacienda Elementary","35699 Niles Boulevard","35699 Niles Blvd.","Fremont","94536","CA","35699 Niles Boulevard","35699 Niles Blvd.","Fremont","94536","CA",,,,"1980-07-01","1984-09-26","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","193"
"01611766000640","0614400","01665","Active","Alameda","Fremont Unified","Harvey Green Elementary","42875 Gatewood Street","42875 Gatewood St.","Fremont","94538-4131","CA","42875 Gatewood Street","42875 Gatewood St.","Fremont","94538-4131","CA","(510) 656-6438",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.518135","-121.9581","Clara","Lee","chlee@fremont.k12.ca.us",,,,,,,"2015-07-09","194"
"01611766000665","0614400","01662","Active","Alameda","Fremont Unified","J. Haley Durham Elementary","40292 Leslie Street","40292 Leslie St.","Fremont","94538-3520","CA","40292 Leslie Street","40292 Leslie St.","Fremont","94538-3520","CA","(510) 657-7080",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.542078","-121.96689","Maria","Bonaccorsi","tbonaccorsi@fremont.k12.ca.us",,,,,,,"2015-06-18","195"
"01611766000673","0614400","01673","Active","Alameda","Fremont Unified","James Leitch Elementary","47100 Fernald Street","47100 Fernald St.","Fremont","94539-7005","CA","47100 Fernald Street","47100 Fernald St.","Fremont","94539-7005","CA","(510) 657-6100",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-3","K-3","N","0","37.486506","-121.92328","Mary","Liu-Lee","mlee@fremont.k12.ca.us",,,,,,,"2015-06-18","196"
"01611766000681","0614400","01655","Active","Alameda","Fremont Unified","Joseph Azevada Elementary","39450 Royal Palm Drive","39450 Royal Palm Dr.","Fremont","94538-1843","CA","39450 Royal Palm Drive","39450 Royal Palm Dr.","Fremont","94538-1843","CA","(510) 657-3900",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.53097","-121.99417","Carole","Diamond","cdiamond@fremont.k12.ca.us",,,,,,,"2015-06-18","197"
"01611766000707","0614400",,"Merged","Alameda","Fremont Unified","Linda Vista Elementary","2650 Bruce Drive","2650 Bruce Dr.","Fremont","94538","CA","2650 Bruce Drive","2650 Bruce Dr.","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","08","Preschool",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","198"
"01611766000715","0614400","01674","Active","Alameda","Fremont Unified","Tom Maloney Elementary","38700 Logan Drive","38700 Logan Dr.","Fremont","94536-6899","CA","38700 Logan Drive","38700 Logan Dr.","Fremont","94536-6899","CA","(510) 797-4426",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.545405","-121.99843","Christopher","Wood","cwood@fremont.k12.ca.us",,,,,,,"2015-06-18","199"
"01611766000723","0614400","01675","Active","Alameda","Fremont Unified","John G. Mattos Elementary","37944 Farwell Drive","37944 Farwell Dr.","Fremont","94536-7008","CA","37944 Farwell Drive","37944 Farwell Dr.","Fremont","94536-7008","CA","(510) 793-1359",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","1","37.538095","-122.01172","Susan","Guerrero","sguerrero@fremont.k12.ca.us",,,,,,,"2016-07-19","200"
"01611766000749","0614400","01679","Active","Alameda","Fremont Unified","Mission Valley Elementary","41700 Denise Street","41700 Denise St.","Fremont","94539-4562","CA","41700 Denise Street","41700 Denise St.","Fremont","94539-4562","CA","(510) 656-2000",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.535791","-121.94741","Denise","Mapelli","dmapelli@fremont.k12.ca.us",,,,,,,"2016-07-19","201"
"01611766000756","0614400","01680","Active","Alameda","Fremont Unified","Niles Elementary","37141 Second Street","37141 Second St.","Fremont","94536-2835","CA","37141 Second Street","37141 Second St.","Fremont","94536-2835","CA","(510) 793-1141",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.57705","-121.98446","Diana","Brumbaugh","dbrumbaugh@fremont.k12.ca.us",,,,,,,"2015-07-09","202"
"01611766000764","0614400","01668","Active","Alameda","Fremont Unified","O. N. Hirsch Elementary","41399 Chapel Way","41399 Chapel Way","Fremont","94538-4202","CA","41399 Chapel Way","41399 Chapel Way","Fremont","94538-4202","CA","(510) 657-3537",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.528227","-121.9629","Murriel","Evans","murrielevans@fremont.k12.ca.us",,,,,,,"2015-06-18","203"
"01611766000780","0614400",,"Closed","Alameda","Fremont Unified","Origin L. Mowry Elementary","4700 Calaveras Road","4700 Calaveras Rd.","Fremont","94538","CA","4700 Calaveras Road","4700 Calaveras Rd.","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","204"
"01611766000798","0614400","01684","Active","Alameda","Fremont Unified","Parkmont Elementary","2601 Parkside Drive","2601 Parkside Dr.","Fremont","94536-5246","CA","2601 Parkside Drive","2601 Parkside Dr.","Fremont","94536-5246","CA","(510) 793-7492",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.560232","-121.98468","Johanna","Cho","jcho@fremont.k12.ca.us",,,,,,,"2015-07-09","205"
"01611766000806","0614400","01685","Active","Alameda","Fremont Unified","Patterson Elementary","35521 Cabrillo Drive","35521 Cabrillo Dr.","Fremont","94536-5499","CA","35521 Cabrillo Drive","35521 Cabrillo Dr.","Fremont","94536-5499","CA","(510) 793-0420",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.56225","-122.03085","Marlene","Davis","mdavis@fremont.k12.ca.us",,,,,,,"2015-06-18","206"
"01611766000822","0614400",,"Closed","Alameda","Fremont Unified","Timothy Rix Elementary","43100 Isle Royal Street","43100 Isle Royal St.","Fremont","94538","CA","43100 Isle Royal Street","43100 Isle Royal St.","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","207"
"01611766000830","0614400","01688","Active","Alameda","Fremont Unified","Vallejo Mill Elementary","38569 Canyon Heights Drive","38569 Canyon Heights Dr.","Fremont","94536-1899","CA","38569 Canyon Heights Drive","38569 Canyon Heights Dr.","Fremont","94536-1899","CA","(510) 793-1441",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.574495","-121.9599","Rosalinda","Cuebas Carrero","rcuebas-carrero@fremont.k12.ca.us",,,,,,,"2015-06-18","208"
"01611766000848","0614400","01690","Active","Alameda","Fremont Unified","Warm Springs Elementary","47370 Warm Springs Boulevard","47370 Warm Springs Blvd.","Fremont","94539-7458","CA","47370 Warm Springs Boulevard","47370 Warm Springs Blvd.","Fremont","94539-7458","CA","(510) 656-1611",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","3-6","3-6","N","0","37.482877","-121.92534","Scott","Iwata","siwata@fremont.k12.ca.us",,,,,,,"2015-06-18","209"
"01611766056873","0614400","01660","Active","Alameda","Fremont Unified","Centerville Junior High","37720 Fremont Boulevard","37720 Fremont Blvd.","Fremont","94536-5096","CA","37720 Fremont Boulevard","37720 Fremont Blvd.","Fremont","94536-5096","CA","(510) 797-2072",,,"1980-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","7-8","7-8","N","0","37.555648","-122.0019","Weste","Petersen","kadepetersen@fremont.k12.ca.us",,,,,,,"2015-07-09","210"
"01611766056881","0614400","01689","Active","Alameda","Fremont Unified","G. M. Walters Junior High","39600 Logan Drive","39600 Logan Dr.","Fremont","94538-1912","CA","39600 Logan Drive","39600 Logan Dr.","Fremont","94538-1912","CA","(510) 656-7211",,,"1980-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","7-8","7-8","N","0","37.5373","-121.98586","Brian","Weems","bweems@fremont.k12.ca.us",,,,,,,"2015-06-18","211"
"01611766056899","0614400",,"Closed","Alameda","Fremont Unified","Robertson (Gus C.) Junior High","4455 Seneca Park Avenue","4455 Seneca Park Ave.","Fremont","94538","CA","4455 Seneca Park Avenue","4455 Seneca Park Ave.","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","212"
"01611766056907","0614400","01670","Active","Alameda","Fremont Unified","John M. Horner Junior High","41365 Chapel Way","41365 Chapel Way","Fremont","94538-4202","CA","41365 Chapel Way","41365 Chapel Way","Fremont","94538-4202","CA","(510) 656-4000",,,"1980-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","7-8","7-8","N","0","37.528537","-121.96295","Jana","Holmes","jholmes@fremont.k12.ca.us",,,,,,,"2015-07-09","213"
"01611766056915","0614400","01687","Active","Alameda","Fremont Unified","Thornton Junior High","4357 Thornton Avenue","4357 Thornton Ave.","Fremont","94536-4897","CA","4357 Thornton Avenue","4357 Thornton Ave.","Fremont","94536-4897","CA","(510) 793-9090",,,"1980-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","7-8","7-8","N","0","37.557124","-122.01454","Stan","Hicks","shicks@fremont.k12.ca.us",,,,,,,"2015-06-18","214"
"01611766056923","0614400","01669","Active","Alameda","Fremont Unified","William Hopkins Junior High","600 Driscoll Road","600 Driscoll Rd.","Fremont","94539-3803","CA","600 Driscoll Road","600 Driscoll Rd.","Fremont","94539-3803","CA","(510) 656-3500",,,"1980-07-01",,"0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","7-8","7-8","N","0","37.54702","-121.94242","Corey","Brown","coreybrown@fremont.k12.ca.us",,,,,,,"2016-07-19","215"
"01611766066468","0614400","01664","Active","Alameda","Fremont Unified","John Gomes Elementary","555 Lemos Lane","555 Lemos Ln.","Fremont","94539-3750","CA","555 Lemos Lane","555 Lemos Ln.","Fremont","94539-3750","CA","(510) 656-3414",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6","N","0","37.550361","-121.94761","Doug","Whipple","dwhipple@fremont.k12.ca.us",,,,,,,"2015-06-18","216"
"01611766068746","0614400",,"Closed","Alameda","Fremont Unified","Olivos de Guadalupe","611 Olive Avenue","611 Olive Ave.","Fremont","94538","CA","611 Olive Avenue","611 Olive Ave.","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","217"
"01611766085591","0614400",,"Merged","Alameda","Fremont Unified","Glankler (Donald G.) (Oh)","39201 Sundale Drive","39201 Sundale Dr.","Fremont","94538","CA","Is Now Preschool","Is Now Preschool","Fremont","94538","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","08","Preschool",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","218"
